customerID,Churn,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Months_Paid,Cuentas_Diarias
5599-HVLTW,No,Yes,Yes,Female,1,No,No,14,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,13.168637212032747,395.05911636098244
5600-KTXFM,No,Yes,No,Male,0,Yes,Yes,2,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,143.9,2.057183702615337,61.7155110784601
5600-PDUJF,No,Yes,No,Male,0,No,No,6,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,6.317171717044098,189.51515151132293
5602-BVFMK,No,Yes,No,Female,0,No,No,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,228.75,11.852331605603506,355.5699481681052
5605-IYGFG,No,Yes,No,Female,0,No,No,7,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,7.379384395026781,221.38153185080344
5605-XNWEN,No,Yes,Yes,Male,1,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,1802.55,72.10199999711591,2163.0599999134774
5606-AMZBO,No,Yes,Yes,Female,0,Yes,No,10,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,9.7907869480513,293.723608441539
5609-CEBID,Yes,Yes,Yes,Female,1,No,No,20,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,18.94155154071263,568.2465462213789
5609-IMCGG,No,Yes,Yes,Female,0,No,No,15,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,15.443390634078918,463.30171902236754
5614-DNZCE,No,Yes,No,Female,0,No,No,58,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.9,3795.45,58.48151001450721,1754.4453004352163
5616-PRTNT,Yes,Yes,No,Male,0,No,Yes,20,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,19.30412371034515,579.1237113103545
5619-PTMIK,No,Yes,Yes,Female,0,Yes,No,46,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,46.323917136604074,1389.7175140981221
5619-XZZKR,No,Yes,No,Male,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,68.2,3.4185463657434316,102.55639097230295
5622-UEJFI,No,Yes,Yes,Female,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,37.39370078592938,1121.8110235778815
5624-BQSSA,Yes,Yes,No,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.95,20.95,0.9999999999522673,29.99999999856802
5624-RYAMH,No,Yes,No,Female,0,No,No,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,178.85,9.171794871324524,275.1538461397357
5626-MGTUK,No,Yes,Yes,Female,0,No,No,20,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25,21.09147025790021,632.7441077370063
5627-TVBPP,No,Yes,No,Female,0,No,Yes,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,644.5,32.06467661532016,961.9402984596048
5628-FCGYG,No,Yes,Yes,Male,0,No,No,21,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,20.65933412579478,619.7800237738434
5628-RKIFK,No,Yes,Yes,Female,1,No,No,49,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,49.93008370211787,1497.9025110635362
5630-AHZIL,No,Yes,No,Female,0,No,Yes,3,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,2.750387596856583,82.5116279056975
5630-IXDXV,No,Yes,Yes,Female,0,No,No,47,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,45.59567465871561,1367.8702397614684
5639-NTUPK,No,Yes,No,Male,0,No,Yes,13,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,12.87236084428268,386.1708253284804
5640-CAXOA,No,No,No phone service,Female,0,No,No,30,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,29.418835191340303,882.5650557402091
5641-DMBFJ,No,Yes,Yes,Female,0,Yes,No,58,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,58.320284696817076,1749.6085409045122
5642-MHDQT,No,Yes,No,Female,0,Yes,Yes,53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,52.36523929207228,1570.9571787621685
5644-PDMZC,Yes,Yes,Yes,Female,1,No,No,2,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1.804469273722855,54.13407821168565
5647-FXOTP,No,Yes,Yes,Female,1,Yes,No,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,60.44617563682298,1813.3852691046893
5647-URDKA,No,Yes,No,Male,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,130.25,6.611675126567936,198.35025379703808
5649-ANRML,Yes,Yes,No,Male,1,No,No,2,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,1.8953732912524146,56.86119873757244
5649-RXQTV,No,Yes,No,Male,0,No,No,51,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,50.890404039889994,1526.7121211966999
5649-TJHOV,Yes,No,No phone service,Male,1,Yes,No,27,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,28.2739726019651,848.2191780589529
5649-VUKMC,Yes,Yes,No,Female,0,No,No,12,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,11.676963350663069,350.30890051989206
5650-VDUDS,Yes,No,No phone service,Female,0,No,No,4,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,3.960824742104708,118.82474226314125
5650-YLIBA,No,Yes,Yes,Male,0,No,No,31,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,32.53912507661689,976.1737522985068
5651-CPDND,No,Yes,No,Male,0,No,No,10,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,10.697826086723962,320.9347826017189
5651-CRHKQ,No,Yes,No,Female,0,Yes,No,41,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,38.73607888586153,1162.082366575846
5651-WYIPH,No,Yes,No,Female,1,No,No,18,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,17.36710130356335,521.0130391069005
5651-YLPRD,No,Yes,No,Female,0,Yes,Yes,32,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,31.63472706118891,949.0418118356673
5652-MSDEY,No,Yes,Yes,Female,0,No,No,10,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,10.261386138478397,307.8415841543519
5655-JSMZM,Yes,Yes,Yes,Male,1,No,No,49,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,49.046257795747955,1471.3877338724387
5656-JAMLX,No,Yes,No,Male,0,No,No,62,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,63.15617128145309,1894.6851384435927
5656-MJEFC,No,No,No phone service,Male,0,Yes,Yes,42,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,42.20768431895727,1266.230529568718
5663-QBGIS,No,Yes,Yes,Male,1,Yes,No,72,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,70.45653279033597,2113.695983710079
5666-CYCYZ,No,Yes,Yes,Female,0,No,No,24,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,25.230039084028697,756.9011725208609
5666-MBJPT,No,Yes,Yes,Male,0,No,No,65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,68.72509959885556,2061.7529879656668
5668-MEISB,No,Yes,Yes,Female,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,72.17153628584192,2165.1460885752576
5669-SRAIP,Yes,No,No phone service,Female,0,No,No,5,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,5.335443037839609,160.06329113518828
5671-RQRLP,No,Yes,Yes,Female,1,Yes,No,70,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,71.53205551789117,2145.961665536735
5671-UUNXD,No,Yes,Yes,Female,1,Yes,No,50,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,51.56234475855377,1546.8703427566131
5673-FSSMF,Yes,Yes,Yes,Female,0,No,No,1,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,0.999999999983375,29.99999999950125
5673-TIYIB,Yes,No,No phone service,Male,0,No,No,2,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,1.9096534652992663,57.28960395897799
5676-CFLYY,No,Yes,No,Male,0,Yes,Yes,71,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,70.27266530238211,2108.179959071463
5678-VFNEQ,No,Yes,Yes,Female,0,Yes,No,71,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,71.20317002813445,2136.0951008440334
5680-LQOGP,No,Yes,No,Female,0,No,No,68,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,68.48514250978187,2054.554275293456
5681-LLOEI,No,Yes,Yes,Male,0,Yes,Yes,43,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,4013.8,43.98684931458644,1319.6054794375932
5684-FJVYR,No,Yes,Yes,Female,0,Yes,Yes,72,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,72.64416159299785,2179.3248477899356
5685-IIXLY,Yes,Yes,No,Female,0,Yes,Yes,5,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,4.834928229607238,145.04784688821712
5686-CMAWK,No,Yes,Yes,Male,0,No,No,17,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,16.256484149668513,487.69452449005536
5687-DKDTV,Yes,Yes,No,Female,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,3.8083538081666655,114.25061424499997
5688-KZTSN,Yes,Yes,No,Male,0,Yes,Yes,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,14.402499999279875,432.07499997839625
5692-FPTAH,Yes,Yes,No,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,0.9999999999779736,29.99999999933921
5692-ICXLW,No,Yes,Yes,Male,1,No,No,31,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,31.368798235596813,941.0639470679043
5693-PIPCS,No,Yes,No,Male,0,No,No,41,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,4220.35,42.351731058280464,1270.5519317484138
5696-CEIQJ,No,Yes,No,Male,0,Yes,Yes,67,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,66.84924866634174,2005.477459990252
5696-EXCYS,No,Yes,No,Male,0,No,No,17,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,18.974293058150423,569.2287917445127
5696-JVVQY,No,Yes,No,Female,0,Yes,Yes,48,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,46.19686162558921,1385.9058487676762
5696-QURRL,Yes,Yes,No,Male,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,0.9999999999778025,29.999999999334076
5697-GOMBF,No,No,No phone service,Female,1,Yes,Yes,28,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,27.12116991567908,813.6350974703723
5698-BQJOH,Yes,Yes,Yes,Female,0,No,No,9,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,9.081038135497023,272.4311440649107
5699-BNCAS,No,Yes,Yes,Male,1,No,No,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,71.67342798897877,2150.202839669363
5701-GUXDC,No,No,No phone service,Female,0,Yes,No,26,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,27.64406779582927,829.3220338748781
5701-SVCWR,No,Yes,Yes,Female,0,No,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,0.9999999999583333,29.99999999875
5701-YVSVF,No,Yes,No,Female,1,Yes,No,11,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,10.615802171162654,318.47406513487965
5701-ZIKJE,No,Yes,No,Male,0,No,No,13,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,12.08209693348997,362.4629080046991
5702-KVQRD,No,Yes,No,Male,0,Yes,No,71,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,70.65596608030701,2119.67898240921
5702-SKUOB,No,Yes,No,Female,0,Yes,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,93.45,4.7678571426138845,143.03571427841655
5707-ORNDZ,Yes,Yes,Yes,Male,1,No,No,9,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,9.056828597450838,271.70485792352514
5707-ZMDJP,No,Yes,No,Male,0,Yes,Yes,53,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,53.509325680724395,1605.2797704217319
5708-EVONK,Yes,Yes,Yes,Female,0,Yes,Yes,58,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,58.19700214070453,1745.9100642211358
5712-AHQNN,No,Yes,No,Female,0,No,No,43,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,43.143480632371585,1294.3044189711475
5712-PTIWW,Yes,Yes,No,Male,0,No,No,2,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,1.9092047588990706,57.276142766972114
5712-VBOXD,No,Yes,No,Female,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,68.45,3.397022332337617,101.91066997012851
5716-EZXZN,No,Yes,Yes,Female,0,Yes,Yes,65,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,64.78243311393454,1943.4729934180364
5716-LIBJC,No,Yes,Yes,Female,0,No,Yes,13,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,12.473355736798142,374.20067210394427
5724-BIDBU,No,Yes,Yes,Male,0,Yes,No,49,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,47.5871725375323,1427.615176125969
5726-CVNYA,No,Yes,No,Female,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,7.385390427839526,221.56171283518577
5727-MYATE,No,Yes,Yes,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,70.45814977895972,2113.7444933687916
5729-KLZAR,Yes,Yes,No,Female,0,Yes,Yes,4,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,3.7445887445424293,112.33766233627288
5730-DBDSI,No,Yes,No,Male,0,No,No,66,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,63.644670047530724,1909.3401014259216
5730-RIITO,No,No,No phone service,Female,1,No,No,43,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,44.850523167568,1345.51569502704
5732-IKGQH,No,Yes,No,Male,1,Yes,No,52,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,52.477261847271635,1574.317855418149
5734-EJKXG,No,Yes,Yes,Female,0,No,No,61,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,62.10539628952694,1863.1618886858082
5736-YEJAX,No,Yes,Yes,Male,0,No,Yes,69,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,69.25802391353986,2077.740717406196
5740-YHGTW,No,Yes,Yes,Male,0,Yes,Yes,70,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,68.3654536128307,2050.9636083849214
5743-KHMNA,No,Yes,Yes,Male,0,No,No,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,74.28962817713152,2228.6888453139454
5747-PMBSQ,Yes,Yes,No,Male,1,Yes,No,10,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,10.098378378269206,302.9513513480762
5748-RNCJT,Yes,Yes,Yes,Male,0,No,No,69,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,69.00281690076054,2070.084507022816
5751-USDBL,No,Yes,No,Male,0,Yes,Yes,46,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,47.48580246854956,1424.5740740564868
5753-QQWPW,No,Yes,No,Female,0,No,No,28,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,27.62437395613315,828.7312186839946
5756-JYOJT,No,Yes,No,Female,0,No,No,11,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,10.743451463624906,322.3035439087472
5756-OZRIO,No,Yes,Yes,Male,1,Yes,No,61,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,60.93052302793239,1827.9156908379716
5759-RCVCB,Yes,No,No phone service,Female,0,No,No,3,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,3.0951704544575236,92.85511363372571
5760-FXFVO,No,Yes,No,Male,0,No,No,6,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,6.269157694664101,188.07473083992303
5760-IFJOZ,No,Yes,Yes,Male,0,No,No,3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,2.905048633599768,87.15145900799304
5760-WRAHC,No,Yes,No,Female,1,No,No,22,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,22.156272401116038,664.6881720334811
5762-TJXGK,No,No,No phone service,Female,0,No,No,52,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,51.719999999119665,1551.59999997359
5766-FTRTS,No,Yes,No,Male,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,71.43990526854422,2143.1971580563268
5766-XQXMQ,Yes,Yes,No,Female,0,No,No,29,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,28.62018881585156,858.6056644755467
5766-ZJYBB,Yes,Yes,No,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,0.9999999999484536,29.999999998453607
5774-QPLTF,No,Yes,No,Male,0,Yes,Yes,50,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,46.140049137781816,1384.2014741334544
5774-XZTQC,No,Yes,No,Female,0,Yes,Yes,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,7.37163814144882,221.1491442434646
5777-KJIRB,No,Yes,No,Female,0,No,No,40,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,40.26965174049215,1208.0895522147646
5777-ZPQNC,No,Yes,No,Female,0,No,No,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,12.937965259903823,388.1389577971147
5778-BVOFB,No,Yes,No,Female,0,No,No,9,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,8.908403361194816,267.2521008358445
5780-INQIK,No,Yes,No,Female,0,No,No,8,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,8.26417004031854,247.9251012095562
5781-BKHOP,No,Yes,Yes,Female,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,72.86686537433813,2186.005961230144
5781-RFZRP,No,Yes,Yes,Male,0,Yes,No,71,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,72.89455782213749,2186.8367346641244
5787-KXGIY,No,Yes,No,Male,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,67.60621761307739,2028.1865283923216
5788-YPOEG,No,Yes,No,Female,0,Yes,Yes,34,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,33.50383480786426,1005.1150442359277
5789-LDFXO,No,Yes,Yes,Male,0,No,No,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,24.091463413654814,722.7439024096444
5791-KAJFD,No,Yes,Yes,Female,0,Yes,Yes,56,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,55.38909090828525,1661.6727272485575
5792-JALQC,No,Yes,Yes,Female,1,No,No,52,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,51.85045948117209,1555.5137844351627
5793-YOLJN,No,Yes,No,Female,0,Yes,Yes,55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,57.63333333058889,1728.9999999176666
5795-BKOYE,No,Yes,No,Female,0,Yes,Yes,69,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,69.96108290913772,2098.8324872741314
5795-KTGUD,No,Yes,Yes,Female,0,Yes,No,68,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,68.17328519794067,2045.1985559382201
5797-APWZC,Yes,Yes,No,Female,0,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,0.9999999999889624,29.999999999668873
5799-JRCZO,No,Yes,No,Female,0,No,Yes,63,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,62.31282050962498,1869.3846152887493
5802-ADBRC,No,Yes,Yes,Female,0,Yes,No,50,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,50.123563217910686,1503.7068965373205
5803-NQJZO,No,Yes,Yes,Male,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,70.8650442467424,2125.951327402272
5804-HYIEZ,No,Yes,Yes,Male,0,Yes,Yes,70,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,71.23102310163856,2136.9306930491566
5804-JMYIO,No,Yes,No,Female,0,Yes,Yes,39,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,38.37721518793027,1151.3164556379081
5804-LEPIM,Yes,Yes,No,Female,1,No,No,2,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,1.9765458421893884,59.296375265681654
5808-TOTXO,No,Yes,No,Female,0,No,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,2.7931873477959517,83.79562043387855
5811-IWXYM,No,Yes,Yes,Female,0,Yes,Yes,52,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,52.356543209359444,1570.6962962807834
5813-UECBU,Yes,Yes,Yes,Male,1,No,No,33,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,32.39475253390108,971.8425760170323
5815-HGGHV,No,Yes,No,Male,0,Yes,No,20,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,19.866718627905428,596.0015588371629
5816-JMLGY,No,Yes,No,Female,0,Yes,Yes,70,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,71.11753731254828,2133.526119376448
5816-QVHRX,No,Yes,Yes,Female,0,No,No,37,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,35.30807577232993,1059.2422731698978
5816-SCGFC,No,Yes,No,Female,1,No,No,7,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,8.174463937462487,245.23391812387462
5820-PTRYM,No,Yes,Yes,Female,1,Yes,No,56,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,58.641344045892744,1759.2403213767823
5821-MMEIL,No,Yes,No,Female,0,Yes,No,57,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,56.060301504720584,1681.8090451416176
